x1,x2
6.5800924,31.630318
-2.044407,-16.005934
-11.884131,-1.0800161
20.389334,9.459622
-9.522429,-13.667335
-5.357107,-23.324387
-1.1938525,-18.095676
6.1148515,-16.274801
22.167086,16.122976
-4.8340554,5.523685
3.4581122,0.7628428
8.664343,-22.416033
-9.434012,-13.09756
-10.3717575,10.891544
2.856777,-7.5565495
-10.067306,-17.068241
-28.245674,-1.7261965
6.442256,-9.416596
-2.059576,-8.562466
-26.691216,5.108358
19.952763,6.3298244
15.893094,0.94972885
7.8982043,17.14893
16.29988,-3.357022
17.598421,1.0924993
1.1211014,1.3227834
11.231079,11.868772
22.690125,9.495751
13.635658,3.0093777
-12.818275,-13.45013
4.88174,8.115887
5.1255193,19.083931
16.586779,15.538147
-0.6727232,-2.67169
21.482649,-15.397185
-5.8202505,14.493787
0.7477517,-13.708211
-10.764244,-30.860533
6.4351306,8.324539
14.320265,-1.7403724
19.379797,20.188126
19.335917,8.014202
-15.510147,1.0159489
-2.2229407,10.248217
-3.553519,8.969124
-3.4559677,14.856665
-28.662775,7.8503976
12.05674,15.0587015
1.3157246,29.87719
-18.80357,3.8238022
15.387266,0.509979
23.573778,23.74145
1.3501141,-15.3091755
0.7667988,-13.803484
9.535914,32.06837
-4.7557306,-13.268707
2.40691,-21.948198
5.849625,32.781796
-5.738641,-10.661463
25.49857,2.4190657
-27.612476,2.4754071
-14.28264,21.930792
31.381836,1.390176
1.2636125,11.168156
-18.426905,-11.847725
-12.9064245,-8.344124
-0.21330287,-12.014262
25.288303,-2.8487346
27.736526,-9.27669
-7.28342,-18.916721
18.248058,-0.7795995
-2.0349214,-10.722683
-10.5019,8.871728
19.383474,24.433817
16.515612,-2.6630428
27.230946,6.40896
25.65248,-3.3538268
4.837606,29.770554
17.352947,-20.726624
-9.77908,-12.518478
6.696756,26.47328
-1.2313192,-16.566877
13.685497,26.439005
4.9673467,-13.053034
20.128849,-4.0611367
9.512137,-18.29837
2.7980413,-5.719484
-8.027593,8.927005
-25.427513,13.987156
17.550827,-14.148376
-14.364934,16.423449
0.25800183,5.1890435
5.289085,-19.825352
16.99194,31.024391
5.746126,0.14736724
-8.8896675,13.111984
6.110745,17.55812
-7.8736415,-13.884386
6.014491,12.297313
-15.686416,8.56568
18.410343,-3.2214067
-26.789558,10.481695
-4.7861013,-16.870626
-9.972973,-6.049094
3.6107447,-12.081541
-13.816609,-5.870299
0.61167943,-8.407111
5.1488366,30.495138
-16.500563,-24.667284
-8.09787,-24.657684
-11.103489,11.790407
-10.774162,1.197441
0.71771884,29.324944
10.431984,5.63175
1.5717064,-12.009399
0.319615,11.3769
-20.226145,-6.4765077
21.056683,16.017187
2.6694496,-18.009588
3.1981568,-22.06331
11.630903,-11.585104
-2.8632054,13.110533
-16.658068,17.989574
4.163933,32.73382
-14.357909,13.567022
8.747813,-10.347685
9.601745,31.556608
-3.6684802,20.987152
-25.329863,-5.794705
3.243287,-2.9021661
-11.6575165,3.5373292
5.844267,-1.1673561
-4.304573,18.941635
9.099547,16.03416
1.2626362,-10.349614
-5.757684,-22.271662
12.761303,15.417385
3.120712,0.029326497
8.804188,8.039508
-0.46644777,-14.196176
23.072685,10.830489
-17.98055,-5.8243475
5.9566197,-7.3007126
-29.260101,-8.20666
20.955477,-12.195099
-24.896132,4.9977627
-6.7540116,-5.0416226
-4.7960796,18.90279
11.880945,6.676526
-22.524164,-19.68772
-7.541634,-21.038052
-7.9359927,11.779754
-1.579079,3.5113893
0.3325534,4.917646
-10.510085,-29.673435
7.1435237,30.90869
-21.088882,1.6811208
-8.294412,25.711393
5.7094603,8.471388
10.947771,-1.4432161
2.0653732,15.53151
-12.600659,8.264725
-15.393061,-10.84827
1.8729092,-13.000884
-0.868405,-25.90823
-20.627375,-16.751148
-1.9203765,-20.89045
2.1876857,-11.445239
-9.440987,21.985628
-13.525467,-16.848835
-10.376053,-24.409117
3.2416337,10.473698
22.974558,-6.3695626
-15.269749,12.838151
10.3275585,13.060971
-17.564646,-14.562591
3.6448123,12.167
4.653032,-6.8268585
21.959429,12.772856
-5.964385,-16.66263
17.417578,-7.3542967
-0.6046283,9.5094
13.184098,20.659657
3.168334,-18.973927
-0.09649863,7.011292
7.075458,33.072857
20.370138,14.286439
-31.605566,3.2784498
14.44627,20.018955
2.9284856,-2.4980237
-8.251288,20.232876
18.929539,14.222063
-3.0694795,-8.898983
-10.195031,-3.5886195
-27.512125,8.9158325
-12.949295,-21.017338
2.9748387,16.101713
-13.094263,17.580202
24.047722,13.611204
-0.26556975,-2.6804295
2.6208806,-7.3883786
1.8177003,11.355111
3.9976828,-23.999907
-11.604957,-9.9748
-14.272573,-15.838429
-9.098705,-6.1257744
24.85494,-4.219194
3.2641995,1.3001275
-13.449394,-12.871373
-14.340179,-5.4096417
7.6623344,-9.675723
-13.033968,1.4491013
-2.3411257,1.1508378
12.731114,-7.068504
31.330992,-3.9685612
1.6292224,1.3653142
11.179379,19.851065
-11.818826,-23.767181
-17.865015,-0.28407973
4.060387,9.410979
-6.221397,-24.644691
-25.650295,-12.665733
31.678066,11.756932
13.877097,16.364288
-16.714025,9.907676
-0.4986447,8.850453
4.593845,-31.527266
-22.13325,5.399712
11.344506,-8.256097
6.9140234,-3.5841198
2.3885853,29.79056
1.6420466,13.8723345
-4.3792653,23.125343
12.581596,-22.605083
5.929281,-16.295567
-23.256813,-9.470815
-13.96976,7.5734987
25.25633,2.6101584
18.490751,25.269394
-22.155266,13.696799
-9.354003,10.564322
16.909433,-7.1332417
13.497815,3.0439012
-32.79546,6.728006
2.7840648,-15.361957
-2.4737082,8.583901
-28.858074,-2.046425
-12.886916,11.401786
-8.055986,-3.7361844
19.361727,26.27663
-3.0067806,-18.766663
-4.503639,29.472635
-6.957332,-8.752217
-6.068425,-0.62918943
-11.115121,6.683428
0.54842633,-30.263302
15.168866,-1.2204078
-4.842408,-9.230888
-9.846705,-21.780796
-5.0826135,-14.495734
-4.451024,10.318249
-14.196767,13.959256
22.141916,-4.2714853
-1.0542403,-6.6066008
-9.104079,6.6366487
-7.6507683,-23.111408
5.5552125,34.68688
-18.389729,-25.844692
0.895831,-23.761955
2.8270996,-0.073301025
-19.434668,12.51318
2.8500538,7.77758
-13.28534,-20.477226
20.312584,1.4771775
-2.8736916,-5.375101
0.005929684,-20.444458
-0.6155651,23.477158
8.361117,2.82508
16.772232,-9.038855
24.151484,19.596897
-29.876469,-7.437805
25.390215,18.623453
-19.19046,3.8687024
16.0222,-10.685273
-0.33347002,-26.758408
0.21330889,2.7958555
9.255933,15.846209
-12.247021,4.239459
16.548985,-16.581797
-3.2630346,-9.857674
-9.752082,24.651314
26.448725,-6.562971
22.878977,20.549147
-1.4230598,-11.951042
26.676743,-1.1461245
-2.106923,-7.163185
-13.651186,-27.393143
20.440104,-7.365351
13.007447,-10.517206
3.7696617,30.973541
-2.863528,-30.21101
-7.653868,-7.4565773
12.92331,-4.011441
-18.621473,8.842041
20.921755,-15.501586
18.594967,21.865675
20.980494,10.974683
17.764292,-3.106785
21.378166,4.11484
-18.930506,-2.6988626
-16.94471,-8.504581
27.415848,15.103328
23.579819,23.025751
-4.185468,27.183722
18.23139,0.9474592
24.117067,9.471043
-25.524635,2.1113217
18.492064,5.5674205
-2.9683466,2.3034391
9.991672,32.221016
9.690403,-7.98515
14.418221,11.256581
-17.923044,7.0312624
-12.050449,-11.102534
24.203613,-11.544594
-6.484498,16.732426
-18.944008,-11.713585
-11.5405035,-12.485871
28.849638,8.245924
13.802346,6.3935475
15.027312,10.729632
-9.98962,-18.839516
1.9041034,-6.773831
-2.198408,22.641396
-22.65692,7.2614713
-1.3126845,2.5750585
-12.393973,-28.28023
-0.7035199,5.0464845
5.4165936,0.6775579
-1.1353416,-9.376229
25.912321,13.437152
-2.645472,-13.87535
-8.762478,-26.78583
3.9618294,-6.4727497
18.0315,11.036896
-5.0505877,-16.231892
25.445765,19.544962
-15.762226,-16.111618
-18.17888,12.521239
-21.051691,16.671774
23.171738,-1.7701207
-14.308195,21.908443
-4.9860992,-13.644015
-2.794992,-20.538853
5.05173,4.330825
-10.33063,-15.019889
26.063074,18.87428
-14.409125,-8.940509
10.779595,-4.5292625
-7.875245,14.433262
16.77995,5.5688987
0.28569415,-3.3675754
-8.572782,14.930317
-0.06688334,-1.2832544
12.384587,-0.07925227
-1.3259262,11.557505
11.375001,-11.856182
-3.9632332,-21.665787
-4.227492,-10.72857
-7.9450436,-8.995666
-2.8729327,-27.21128
-5.1013713,-20.890427
20.877829,7.605943
21.757025,-4.62715
21.225739,18.092657
-2.6621857,-9.758517
1.9363338,-11.970136
-16.652283,2.8827977
-5.846812,11.011351
3.7990506,2.699146
-5.5279183,-16.018871
-10.18628,-20.63701
-4.2326174,12.852942
-1.3390324,8.597826
-21.47656,-1.4843307
17.432558,14.984265
14.313212,13.579126
12.172436,-7.229452
3.3272703,3.8716903
18.134253,7.44803
-16.028492,-15.113057
-28.197212,8.0657835
-5.592543,-2.0059254
-15.890627,-7.340843
-2.405154,14.849393
-21.543194,-5.4360075
-20.614906,-5.3768077
8.348664,-0.5863336
0.8058347,8.122828
-1.1975003,-27.028482
-4.674734,-1.482964
9.01213,10.541488
18.785603,3.4718757
-20.936049,-12.138455
3.1950204,-12.91091
2.2292802,-21.1477
16.66045,3.825138
-15.050566,-15.942673
-0.21385342,-8.545572
8.877649,-1.8401847
6.3582215,15.0536995
7.4932065,33.30615
-11.803992,-24.542967
22.527315,-1.1136382
12.336927,3.4050462
-9.527533,-28.640968
-25.201763,-1.2691395
-18.269531,0.8955656
-0.414168,12.746715
-1.0629494,-13.4572
23.662075,-8.3383875
1.4750613,-5.695842
-11.894585,-22.396551
27.73733,-9.277179
28.273642,7.522484
-10.737738,20.222893
-11.809655,-2.511922
-1.8640237,-7.9511733
-0.042601366,20.38783
10.943935,-1.1651908
-16.390375,-26.21353
-11.086038,-21.077724
-7.594356,-1.1522441
-2.4069912,2.1877348
-14.600948,-4.3340297
22.140266,-3.403724
-2.871162,3.3935673
-4.666374,-8.923384
1.3317385,-4.6416125
23.798717,-8.503473
-5.0136957,-7.609227
12.15917,-3.4856167
-0.45185205,1.1044416
11.289826,15.46242
-11.714885,-27.879145
21.01198,-9.92751
-2.9741008,11.263916
26.880033,-4.0621862
0.78373945,-32.096123
0.15005386,2.013356
-13.259652,17.547136
30.206003,5.2000685
4.756213,6.8503523
13.959844,-8.129835
-13.139776,-5.6893015
9.23197,-0.14959402
8.350981,17.240887
15.976124,21.21499
11.614627,13.716575
12.21088,-23.016657
-10.138289,-22.895216
9.749634,2.125021
-16.811176,-14.822089
-3.6911192,-24.658249
-1.3973075,-21.401464
-8.437691,1.9460232
31.30891,-3.9695709
-11.7063875,-23.305643
-8.139271,19.922655
23.923298,15.129886
5.6001835,0.17447786
-20.43691,5.621588
-2.4331067,-26.448017
7.131327,-18.405666
-5.44049,-15.814892
1.3226404,2.5569048
-1.837105,-3.6332371
5.2887063,-5.6827445
-11.540101,-4.6431885
-4.7148585,4.279209
5.593824,-9.962958
20.391111,-1.3473251
-8.909485,-20.794495
-8.024156,-1.5265458
6.802664,-4.381825
7.2470403,-10.398535
-0.9546726,0.1722143
9.491901,-15.694426
-9.574865,-0.51410395
-2.753009,-12.9974
-27.319984,2.8095782
-0.5670147,3.306072
0.3443528,-31.101625
7.6757236,-20.557476
4.7397118,-10.159558
-3.1087418,20.37232
16.438177,-9.329888
27.818226,2.3304467
-11.456927,-7.2491198
-7.845371,-15.61841
12.413618,6.2333803
14.6140175,1.0722052
-28.689194,-6.873998
8.577787,7.0440426
20.941984,8.627023
25.972229,11.694083
-18.094246,-12.28537
-8.1810875,-17.266603
-16.129871,18.310947
11.898997,-26.319674
5.278495,10.801549
13.148515,8.435348
1.6033897,18.637306
26.495443,3.588488
-11.087456,-28.020782
-12.783728,14.743219
-18.5973,-21.15818
-13.891048,-25.84411
13.352956,-15.79404
-0.75145626,-8.353861
0.23386912,-22.696383
-2.6369789,-5.1699834
-13.721999,-25.888023
6.070967,3.9507213
-19.142923,-13.162817
18.923487,21.920128
17.281399,3.677647
13.501248,28.682848
-24.363638,8.419364
23.935709,2.7489216
-7.826992,26.267763
-9.84898,-6.012335
-25.51347,13.30437
-11.373582,-11.621631
-10.59699,-0.812229
2.867853,-25.663925
15.646757,9.192332
3.8568404,-5.0287337
10.484195,1.6640875
9.036399,-29.011072
-2.487042,8.236084
-6.0069127,8.339156
-6.853112,11.945573
-15.522521,-10.001677
7.3215604,-25.119764
-17.279732,14.692758
-24.612387,-2.6780667
20.509666,5.8619
6.352788,-16.290693
0.17685467,-7.7444363
-18.118998,-9.721933
-13.590558,7.172692
17.984161,22.096882
-13.156787,-9.393394
-14.659047,-8.723572
-10.832304,-7.480305
13.667882,4.5924926
14.672587,10.123839
-14.593133,-3.794569
-20.87639,15.350573
8.133814,-2.9257917
11.149895,25.42081
-4.959341,-3.1043913
-3.5961316,5.386186
-1.4680352,0.5768643
-4.298808,-0.84876955
17.238758,12.444493
-9.891028,26.797247
17.820986,-5.0458655
15.204218,19.968267
-7.649589,-23.391941
0.11213483,-15.75545
-5.671951,-0.71764815
11.9972925,12.354619
-13.670732,-0.40238172
0.043031573,-15.001667
13.082014,-22.345062
18.498669,-14.890581
-14.696454,-21.967934
-29.373148,-7.6619716
16.362625,-1.367378
0.97972715,3.4926083
-19.894526,-4.504736
-9.441333,-8.249417
2.2005165,-2.2730684
3.9095733,-6.013743
-4.3177786,-4.504516
-7.3810253,5.074419
-12.975715,-19.99874
-6.538592,1.5207853
5.5801277,5.116794
9.944753,11.9986725
-20.948618,3.931014
9.034789,18.073578
-4.262099,-11.368723
-5.3819003,-18.075958
-4.1564755,18.910772
-16.726715,-2.196826
15.516759,-5.1207776
12.007891,-5.635628
-11.224348,12.754996
-9.584041,5.949508
-20.94207,10.917319
-2.2739446,17.5142
28.232866,-2.1242247
-21.385942,-3.7000964
-9.532605,-2.2092037
25.402746,3.4553683
1.2984581,29.840199
1.6781999,19.392794
10.320881,-12.737946
17.098848,17.725676
-18.133049,9.206298
21.86865,1.0483868
-19.755365,8.541071
9.357108,0.10775783
-1.1746082,-15.041537
-0.47889853,3.737748
-9.745269,17.94552
-0.37496203,-10.856333
-3.0431511,-28.562508
12.198807,29.58483
-10.679681,-12.685045
17.158745,16.113625
6.64903,-12.204817
-16.317778,-1.1566241
-5.9125257,-31.571136
-2.8743827,10.985265
18.872887,11.949173
-10.835822,-26.798988
-13.7636795,-13.722715
17.805042,-21.44414
-14.505226,5.3572
-5.3859897,15.122707
11.398769,29.796957
-7.23855,-19.208338
1.7439297,-1.2152399
8.918714,22.634352
-7.0741873,-4.908154
-9.142117,-15.444467
-1.2745007,1.292219
-20.967869,10.917071
11.949865,-12.172496
22.261297,1.5417918
11.549978,11.401679
11.814839,3.7136037
-8.216203,-20.43811
15.495618,-24.64354
21.394644,19.147125
6.7399807,13.097103
-0.3529141,15.068593
24.302238,-0.8406974
8.654829,20.41279
-3.0291984,-16.51457
-9.513397,-3.5749054
1.6058029,35.698696
-2.3039834,9.239014
-20.764187,-0.99744505
-5.688813,-5.378343
-0.41886112,24.088503
-11.065088,-5.0761805
-18.693407,18.26482
21.107916,3.057285
15.708867,21.461733
-7.396307,-16.617378
15.913489,-13.715195
19.619816,-7.3241754
17.774693,25.321865
0.68881,-18.4487
4.9680567,-31.836393
11.61685,-7.3254423
13.854419,-6.428062
26.340939,2.4942677
-3.2572718,-3.0317407
-11.754645,4.179377
5.277826,19.067627
26.97021,-1.8057443
7.355431,0.5651257
-3.6484094,0.025145322
-4.460719,-15.850362
1.3267329,-4.8921056
-14.170591,10.362779
-18.065685,-14.643345
-18.97939,4.369695
-12.747247,-23.467787
6.276107,-11.83283
-18.132595,12.493237
2.600988,-4.8947325
-19.438396,-1.3444793
23.335178,4.2668486
11.149114,25.419153
-4.1191006,-14.071178
27.012857,-3.8939965
-9.189534,-20.444126
27.39106,12.758733
10.273213,3.5165303
-8.189048,-19.794228
1.9734807,4.7752376
-3.8263276,-9.814809
13.7911005,22.990526
-2.9182613,16.815422
1.2442952,20.36828
-11.1311245,-15.034576
-6.592307,7.2787075
13.424429,14.628675
17.656275,-21.149
-16.104149,10.513256
9.53074,-18.125488
3.7101903,-6.9178715
28.537817,-2.2035918
25.386171,0.3230469
8.659134,9.384694
1.8899804,33.57998
9.547414,31.93767
8.437405,-28.704504
-8.439757,-29.06315
-14.872642,4.1223807
26.674168,-2.3676033
1.9298384,6.663996
0.72586864,-23.549183
1.0139927,17.082539
0.6007163,9.78684
-10.233618,-7.8152094
-4.2428923,15.994062
-1.1710379,7.7929296
-0.7446256,16.09434
-14.176588,-2.752373
10.741593,18.185884
20.01759,12.327935
13.2499895,22.870369
24.613016,12.449753
0.8888634,-16.737633
4.3527303,-0.68447345
8.303351,-4.171104
5.367334,2.314304
-4.487641,-21.812029
-5.868253,-3.9925773
25.61202,-3.3635068
-28.317835,4.136247
2.9142385,24.310802
-0.43049803,24.937073
15.916651,13.402535
-13.804739,-23.215326
16.79387,12.226834
22.682476,-5.342142
-14.340796,-28.941622
6.3389444,-21.25755
7.0921464,11.214385
28.01654,-9.827429
21.112621,17.054766
13.685764,26.445406
